PI4KB,Pi4kb
H2BC18,H2bc18
H2BC11,H2bc21
H4C15,H4c1
H4C5,H4c1
H4C14,H4c2
H4C5,H4c2
H4C5,H4c3
H4C6,H4c3
H4C5,H4c4
H4C1,H4c4
H4C5,H4c6
H4C11,H4c6
H4C9,H4c8
H4C5,H4c8
H4C16,H4c9
H4C5,H4c9
H4C5,H4c11
H4C12,H4c11
H4C5,H4c12
H4C8,H4c12
H4C4,H4c17
H4C5,H4c17
H4C2,H4c16
H4C5,H4c16
H4C16,H4c16
H2AC8,H2ac13
H2AC25,H2ac25
FCHSD2,Fchsd2
SMAGP,Smagp
FANCD2,Fancd2
MGST2,Mgst2
FAM168B,Fam168b
FBXL16,Fbxl16
SLC35E3,Slc35e3
SBNO2,Sbno2
KDM6B,Kdm6b
WSCD1,Wscd1
FAM171A2,Fam171a2
PIP4P1,Pip4p1
PI4KA,Pi4ka
R3HDM1,R3hdm1
CRYZL2P,Cryzl2
PIP5KL1,Pip5kl1
NPEPL1,Npepl1
GMPS,Gmps
PRDM13,Prdm13
VPS13D,Vps13d
COX18,Cox18
VSIG10,Vsig10
PDAP1,Pdap1
ZNF32,Zfp637
CAPRIN2,Caprin2
SAMD4B,Samd4b
CES2,Ces2b
CDK10,Cdk10
NBEAL2,Nbeal2
TMEM185A,Tmem185a
STARD8,Stard8
GNL3L,Gnl3l
FANCB,Fancb
YTHDC2,Ythdc2
ADNP2,Adnp2
RASEF,Rasef
LACTBL1,Lactbl1
CHD2,Chd2
CARMIL3,Carmil3
MYO3B,Myo3b
LRRC36,Lrrc36
CCDC153,Ccdc153
MAP3K15,Map3k15
NYX,Nyx
AFMID,Afmid
KCTD11,Kctd11
CXCR1,Cxcr1
ATCAY,Atcay
CDV3,Cdv3
GARS1,Gars
CADM4,Cadm4
ADAMTS10,Adamts10
A2M,A2m
NME7,Nme7
GBGT1,Gbgt1
CRYGN,Crygn
TPM4,Tpm4
NR1D2,Nr1d2
UPF2,Upf2
GEMIN5,Gemin5
GEMIN4,Gemin4
SYNE2,Syne2
SCARF1,Scarf1
DMRT3,Dmrt3
ALPK2,Alpk2
MORN4,Morn4
ADAMTS15,Adamts15
FEV,Fev
CYP2R1,Cyp2r1
CYP2J2,Cyp2j7
CYP2J2,Cyp2j8
CYP3A5,Cyp3a44
EGFL7,Egfl7
IL36G,Il36g
ZGPAT,Zgpat
MAP3K9,Map3k9
TBC1D17,Tbc1d17
IQGAP2,Iqgap2
NOXA1,Noxa1
NOX1,Nox1
PRSS27,Prss27
ATP10D,Atp10d
COG3,Cog3
ARHGAP32,Arhgap32
TOMM22,Tomm22
PILRB,Pilra
PILRA,Pilra
PILRB,Pilrb1
PILRA,Pilrb2
PILRB,Pilrb2
ATP6V1G3,Atp6v1g3
IFNL2,Ifnl3
IFNL3,Ifnl3
IFNL1,Ifnl3
USH1G,Ush1g
TSPOAP1,Tspoap1
SEC23IP,Sec23ip
XYLT1,Xylt1
CNDP1,Cndp1
ADGRB2,Adgrb2
KHNYN,Khnyn
PDE5A,Pde5a
HYMAI,Hymai
KLHDC3,Klhdc3
TUB,Tub
SOCS7,Socs7
TPH2,Tph2
ATG4C,Atg4c
SESN2,Sesn2
LCORL,Lcorl
CLDN17,Cldn17
PTTG1IP,Pttg1ip
KIR2DL1,Kir3dl1
KIR2DP1,Kir3dl1
KIR2DL5B,Kir3dl1
KIR3DS1,Kir3dl1
KIR3DL3,Kir3dl1
KIR3DL2,Kir3dl1
KIR2DS4,Kir3dl1
KIR3DL1,Kir3dl1
KIR2DS2,Kir3dl1
KIR2DL2,Kir3dl1
KIR2DS1,Kir3dl1
KIR2DS3,Kir3dl1
KIR3DP1,Kir3dl1
KIR2DL5A,Kir3dl1
KIR2DS5,Kir3dl1
KIR2DL4,Kir3dl1
KIR2DL3,Kir3dl1
IL1F10,Il1f10
DHRS11,Dhrs11
MTMR11,Mtmr11
DCDC2,Dcdc2a
BAIAP2L2,Baiap2l2
SETD1B,Setd1b
ZNF175,Zfp658
ZNF611,Zfp950
ZNF254,Zfp950
ZNF732,Zfp950
ZNF432,Zfp950
ZNF93,Zfp950
ZNF595,Zfp950
ZNF234,Zfp950
ZNF726,Zfp950
ZNF615,Zfp950
ZNF28,Zfp950
ZNF728,Zfp950
ZNF676,Zfp950
ZNF493,Zfp950
CSTL1,Cstl1
GMEB2,Gmeb2
ZFYVE9,Zfyve9
ZNF362,Zfp362
VGLL4,Vgll4
MEX3C,Mex3c
CDC42BPG,Cdc42bpg
ASIC4,Asic4
LRRC8A,Lrrc8a
LRRC61,Lrrc61
SMIM13,Smim13
PLEKHG5,Plekhg5
RSKR,Rskr
DOCK5,Dock5
NYNRIN,Nynrin
WNK3,Wnk3
TBC1D16,Tbc1d16
UNC80,Unc80
TBC1D2,Tbc1d2
PRSS53,Prss53
B4GALNT4,B4galnt4
MAPK15,Mapk15
ZDHHC14,Zdhhc14
SLC45A1,Slc45a1
COL23A1,Col23a1
KLF11,Klf11
AMIGO1,Amigo1
DMRTA1,Dmrta1
DMRTA2,Dmrta2
AKR1C4,Akr1c19
AGAP11,Agap1
AGAP5,Agap1
AGAP9,Agap1
AGAP1,Agap1
AGAP7P,Agap1
ADAM32,Adam32
NLRP3,Nlrp3
GPBAR1,Gpbar1
GPR156,Gpr156
ALDH8A1,Aldh8a1
SOX21,Sox21
ERCC6L,Ercc6l
DEFB4A,Defb8
DEFB4B,Defb8
GBA2,Gba2
ASB16,Asb16
CTDSP1,Ctdsp1
SPRR4,Sprr4
CYBRD1,Cybrd1
OTUD7B,Otud7b
C5orf15,9530068E07Rik
ASB14,Asb14
ASB18,Asb18
PADI6,Padi6
GRHL3,Grhl3
SHC4,Shc4
SCGB1C1,Scgb1c1
SCGB1C2,Scgb1c1
ADGRL4,Adgrl4
OSTM1,Ostm1
RBM28,Rbm28
VGLL1,Vgll1
ANG,Ang4
YBEY,Ybey
RTL1,Rtl1
DTX3L,Dtx3l
LZTS3,Lzts3
OPALIN,Opalin
FAM151A,Fam151a
OFCC1,Ofcc1
BTLA,Btla
WASF3,Wasf3
PHACTR1,Phactr1
RAPGEF2,Rapgef2
ADAMTS20,Adamts20
MRPL21,Mrpl21
C1RL,C1rl
OR8G5,Or8g17
OR8B3,Or8b3
OR8B2,Or8b3
SLC5A6,Slc5a6
ADCY10,Adcy10
GUCY1B2,Gucy1b2
GUCY1A2,Gucy1a2
GMPPB,Gmppb
CSNK1G1,Csnk1g1
DSG4,Dsg4
ACVR1C,Acvr1c
ACTR3B,Actr3b
CNKSR2,Cnksr2
SYNM,Synm
PRSS33,Prss33
MPPE1,Mppe1
OR8A1,Or8a1
NEU4,Neu4
RTN4RL1,Rtn4rl1
NUTM1,Nutm1
SNX13,Snx13
SRSF12,Srsf12
KBTBD8,Kbtbd8
CTNNA3,Ctnna3
ZNF703,Zfp703
OPN5,Opn5
MGAT4A,Mgat4a
ADAP2,Adap2
MUC6,Muc6
MOGAT2,Mogat2
PEG13,Peg13
REPS2,Reps2
IL22RA1,Il22ra1
HCFC1R1,Hcfc1r1
SLC16A11,Slc16a11
ZC3H3,Zc3h3
KCNG3,Kcng3
GALP,Galp
KISS1,Kiss1
PLAC9,Plac9
CNGA4,Cnga4
CNGB1,Cngb1
FSIP2,Fsip2
OXCT2,Oxct2b
NPAS4,Npas4
ZNF681,Zfp457
ZNF93,Zfp457
ZNF724,Zfp457
ZNF85,Zfp457
ZNF493,Zfp457
DSG1,Dsg1b
DSG1,Dsg1c
MMP21,Mmp21
DIO3OS,Dio3os
MOB3B,Mob3b
AQP12B,Aqp12
AQP12A,Aqp12
PKD1L2,Pkd1l2
PKD1L3,Pkd1l3
MARK1,Mark1
TRIM50,Trim50
TRIM73,Trim50
TRIM74,Trim50
SLC36A3,Slc36a3
ERAS,Eras
IL22RA2,Il22ra2
RERG,Rerg
P2RX2,P2rx2
ZNF628,Zfp628
PRSS42P,Prss42
TNN,Tnn
IFNA5,Ifna13
IFNA7,Ifna13
IFNA4,Ifna13
IFNA6,Ifna13
IFNA8,Ifna13
IFNA1,Ifna13
IFNA14,Ifna13
IFNA16,Ifna13
IFNA10,Ifna13
IFNA21,Ifna13
IFNA2,Ifna13
IFNA13,Ifna13
IFNA17,Ifna13
IFNE,Ifne
MINAR1,Minar1
IRGQ,Irgq
MYO18A,Myo18a
EHBP1,Ehbp1
LMAN1L,Lman1l
CEP68,Cep68
SERPINA10,Serpina10
RETNLB,Retnlg
SERPINB6,Serpinb6e
SERPINB6,Serpinb6d
KLHL25,Klhl25
FAM167B,Fam167b
C8A,C8a
GPR119,Gpr119
AOC2,Aoc2
GPR142,Gpr142
TEDDM1,Teddm1a
SDR16C5,Sdr16c5
SYTL5,Sytl5
H3C1,H3c1
H3C8,H3c1
H3C10,H3c1
H3C2,H3c1
H3C4,H3c1
H3C11,H3c1
H3C3,H3c1
TMC3,Tmc3
TMC4,Tmc4
TMC8,Tmc8
WFIKKN2,Wfikkn2
NANOS1,Nanos1
RTN4RL2,Rtn4rl2
KIAA1549,D630045J12Rik
BSX,Bsx
MED13L,Med13l
CRB3,Crb3
CNKSR1,Cnksr1
ARSI,Arsi
HK3,Hk3
TENT5A,Tent5a
ZNF598,Zfp598
UQCC4,BC003965
WFIKKN1,Wfikkn1
NRDE2,Nrde2
FREM1,Frem1
FEZ1,Fez1
KCNV2,Kcnv2
KICS2,Kics2
MS4A5,Ms4a5
ZBTB47,Zfp651
TP53I11,Trp53i11
SCD,Scd4
HUS1B,Hus1b
TSPEAR,Tspear
TXLNB,Txlnb
SHANK2,Shank2
FMR1NB,Fmr1nb
THSD4,Thsd4
COL27A1,Col27a1
LEAP2,Leap2
OTOS,Otos
LGSN,Lgsn
KLHDC1,Klhdc1
SLFN11,Slfn8
SLFN13,Slfn8
TCFL5,Tcfl5
KIAA1614,BC034090
DTX4,Dtx4
CLEC18A,Clec18a
CLEC18C,Clec18a
CLEC18B,Clec18a
DEFB1,Defb37
DEFB106A,Defb34
DEFB106B,Defb34
GPR141,Gpr141
TRIM46,Trim46
ARHGEF17,Arhgef17
TNFSF18,Tnfsf18
LINC-PINT,Lncpint
MAFA,Mafa
ELL3,Ell3
KNTC1,Kntc1
BICRAL,Bicral
SYT16,Syt16
P2RY6,P2ry6
TMEM60,Tmem60
FRAT2,Frat2
ARHGAP33,Arhgap33
MORN2,Morn2
ZBBX,Zbbx
ZNF609,Zfp609
PSD4,Psd4
CNKSR3,Cnksr3
SSPOP,Sspo
RIMS4,Rims4
PODN,Podn
BPIFB3,Bpifb3
KCNK15,Kcnk15
ADM2,Adm2
RAET1G,Raet1e
RAET1L,Raet1e
NLRP9,Nlrp9a
CREBZF,Crebzf
TNFRSF14,Tnfrsf14
ZNF490,Zfp930
ZNF708,Zfp930
ZNF117,Zfp930
ZNF716,Zfp930
DEFB103B,Defb14
DEFB103A,Defb14
NLRP9,Nlrp9b
NANOS3,Nanos3
ADIG,Adig
GZMB,Gzmn
TRPM6,Trpm6
POLN,Poln
NUSAP1,Nusap1
FEZ2,Fez2
RTL6,Rtl6
WAPL,Wapl
RD3L,Rd3l
MUC19,Muc19
CSNKA2IP,Csnka2ip
GRAMD4,Gramd4
FAM43A,Fam43a
CRYBG3,Crybg3
ABCA12,Abca12
GPR135,Gpr135
ADAM6,Adam6a
IFNA2,Ifna12
IFNA8,Ifna12
IFNA1,Ifna12
IFNA6,Ifna12
IFNA4,Ifna12
IFNA13,Ifna12
IFNA10,Ifna12
IFNA14,Ifna12
IFNA17,Ifna12
IFNA7,Ifna12
IFNA16,Ifna12
IFNA5,Ifna12
IFNA21,Ifna12
ADAM29,Adam29
HSH2D,Hsh2d
DNAJC13,Dnajc13
RCSD1,Rcsd1
PYROXD1,Pyroxd1
BIRC7,Birc7
PLEKHG1,Plekhg1
AKAP13,Akap13
FOXO6,Foxo6
KHDC1,Khdc1a
KHDC1L,Khdc1a
NANOS2,Nanos2
NLRP12,Nlrp12
IL17F,Il17f
HLA-E,H2-M11
HLA-B,H2-M11
HLA-C,H2-M11
HLA-G,H2-M11
HLA-F,H2-M11
CHIA,Chil5
L3MBTL1,L3mbtl1
LRRC7,Lrrc7
MIRLET7A1,Mirlet7a-1
MIRLET7B,Mirlet7b
MIRLET7C,Mirlet7c-1
MIRLET7D,Mirlet7d
MIRLET7E,Mirlet7e
MIRLET7F1,Mirlet7f-1
MIRLET7F2,Mirlet7f-2
MIRLET7G,Mirlet7g
MIRLET7I,Mirlet7i
MIR101-1,Mir101a
MIR10B,Mir10b
MIR122,Mir122
MIR124-1,Mir124a-1
MIR125A,Mir125a
MIR125B1,Mir125b-1
MIR126,Mir126a
MIR127,Mir127
MIR128-1,Mir128-1
MIR129-1,Mir129-1
MIR130A,Mir130a
MIR132,Mir132
MIR133A1,Mir133a-1
MIR134,Mir134
MIR135A1,Mir135a-1
MIR136,Mir136
MIR137,Mir137
MIR138-1,Mir138-1
MIR139,Mir139
MIR140,Mir140
MIR141,Mir141
MIR142,Mir142
MIR143,Mir143
MIR144,Mir144
MIR145,Mir145a
MIR146A,Mir146
MIR147B,Mir147
MIR148A,Mir148a
MIR149,Mir149
MIR150,Mir150
MIR151A,Mir151
MIR152,Mir152
MIR153-2,Mir153
MIR154,Mir154
MIR155,Mir155
MIR15A,Mir15a
MIR16-1,Mir16-1
MIR18A,Mir18
MIR181A2,Mir181a-2
MIR182,Mir182
MIR183,Mir183
MIR184,Mir184
MIR185,Mir185
MIR186,Mir186
MIR187,Mir187
MIR188,Mir188
MIR190A,Mir190a
MIR191,Mir191
MIR192,Mir192
MIR193A,Mir193a
MIR194-1,Mir194-1
MIR195,Mir195a
MIR196A1,Mir196a-1
MIR199A1,Mir199a-1
MIR199B,Mir199b
MIR19B2,Mir19b-2
MIR1-1,Mir1a-1
MIR20A,Mir20a
MIR200A,Mir200a
MIR200B,Mir200b
MIR202,Mir202
MIR203A,Mir203
MIR203B,Mir203
MIR204,Mir204
MIR205,Mir205
MIR206,Mir206
MIR208A,Mir208a
MIR210,Mir210
MIR211,Mir211
MIR212,Mir212
MIR214,Mir214
MIR215,Mir215
MIR216A,Mir216a
MIR217,Mir217
MIR22,Mir22
MIR23A,Mir23a
MIR23B,Mir23b
MIR24-1,Mir24-1
MIR26A1,Mir26a-1
MIR26B,Mir26b
MIR27A,Mir27a
MIR27B,Mir27b
MIR29A,Mir29a
MIR29B1,Mir29b-1
MIR29C,Mir29c
MIR30A,Mir30a
MIR30B,Mir30b
MIR30C1,Mir30c-1
MIR30D,Mir30d
MIR9-1,Mir9-1
MIR99A,Mir99a
MIR99B,Mir99b
FOCAD,Focad
SIPA1L2,Sipa1l2
DAGLA,Dagla
UTS2B,Uts2b
OSTN,Ostn
ZNF563,Zfp563
IQSEC3,Iqsec3
BEND3,Bend3
PDZD8,Pdzd8
SLC24A5,Slc24a5
RNF133,Rnf133
RNF149,Rnf149
CETN4P,Cetn4
THOC6,Thoc6
AK5,Ak5
QRFPR,Qrfpr
DOLK,Dolk
HMCN2,Hmcn2
PARAL1,Paral1
KYAT3,Kyat3
ABITRAM,Abitram
GALNT9,Galnt9
HOMEZ,Homez
SUGP2,Sugp2
U2AF1L4,U2af1l4
RDH16,Rdh19
KLHL17,Klhl17
SH3TC1,Sh3tc1
BLOC1S3,Bloc1s3
PRR12,Prr12
DCUN1D3,Dcun1d3
SLC38A7,Slc38a7
ELMO3,Elmo3
FHOD1,Fhod1
ELANE,Elane
MTHFSD,Mthfsd
ZNF454,Zfp454
SSH2,Ssh2
FN3KRP,Fn3krp
LIPK,Lipk
CRB2,Crb2
C3orf22,BC048671
RGMA,Rgma
OLFML1,Olfml1
ZSCAN20,Zscan20
ZNF496,Zkscan17
BAHCC1,Bahcc1
ADCK5,Adck5
ZC4H2,Zc4h2
SATB2,Satb2
PAK6,Pak6
BUB1B-PAK6,Pak6
SLITRK1,Slitrk1
SLITRK3,Slitrk3
SLITRK5,Slitrk5
SLITRK2,Slitrk2
HAPLN4,Hapln4
TFAP2E,Tfap2e
PAQR3,Paqr3
MIB2,Mib2
CYP26C1,Cyp26c1
FAM205C,Fam205c
MBLAC1,Mblac1
TMEM150B,Tmem150b
ARMC7,Armc7
VSIG4,Vsig4
DIXDC1,Dixdc1
CPSF1,Cpsf1
TDRD6,Tdrd6
SLC9A9,Slc9a9
NPLOC4,Nploc4
SKIC3,Ttc37
B3GNT4,B3gnt4
CEP126,Cep126
HCRTR2,Hcrtr2
RWDD4,Rwdd4a
CERS3,Cers3
SIGLEC5,Siglecf
SIGLEC14,Siglecf
SIGLEC8,Siglecf
CHSY1,Chsy1
URB2,Urb2
NOX3,Nox3
PLEKHA8,Plekha8
PLEKHA8P1,Plekha8
TAS2R13,Tas2r102
GRIP2,Grip2
EID2,Eid2
TAS2R10,Tas2r104
TAS2R10,Tas2r105
TAS2R10,Tas2r106
TAS2R10,Tas2r107
TAS2R4,Tas2r108
TAS2R14,Tas2r109
TAS2R14,Tas2r110
TAS2R14,Tas2r113
TAS2R10,Tas2r114
TAS2R14,Tas2r115
TAS2R14,Tas2r117
TAS2R16,Tas2r118
TAS2R1,Tas2r119
TAS2R20,Tas2r120
TAS2R33,Tas2r120
TAS2R31,Tas2r120
TAS2R45,Tas2r120
TAS2R36,Tas2r120
TAS2R30,Tas2r120
TAS2R43,Tas2r120
TAS2R19,Tas2r120
TAS2R50,Tas2r120
TAS2R46,Tas2r120
TAS2R13,Tas2r121
TAS2R14,Tas2r123
TAS2R13,Tas2r124
TAS2R14,Tas2r125
PIGL,Pigl
TAS2R41,Tas2r126
TAS2R14,Tas2r129
TAS2R7,Tas2r130
TAS2R42,Tas2r131
TAS2R14,Tas2r140
TAS2R60,Tas2r135
TAS2R31,Tas2r136
TAS2R38,Tas2r138
TAS2R39,Tas2r139
TAS2R40,Tas2r144
TNPO1,Tnpo1
WDR81,Wdr81
CSPP1,Cspp1
EFCAB12,Efcab12
NLGN2,Nlgn2
POLR3A,Polr3a
AARS2,Aars2
RSL24D1,Rsl24d1
FMO6P,Fmo6
IGSF21,Igsf21
ACSM4,Acsm4
YJEFN3,Yjefn3
MPV17L2,Mpv17l2
MEX3D,Mex3d
ZNF136,Zfp867
ZNF627,Zfp867
LEXM,Lexm
VWA5B2,Vwa5b2
TIGD3,Tigd3
PROSER3,Proser3
OBSCN,Obscn
ZFAT,Zfat
TBC1D22B,Tbc1d22b
CEP135,Cep135
PRAMEF18,Pramel37
PRAMEF1,Pramel37
PRAMEF13,Pramel37
PRAMEF12,Pramel37
PRAMEF9,Pramel37
PRAMEF10,Pramel37
PRAMEF8,Pramel37
PRAMEF33,Pramel37
PRAMEF2,Pramel37
PRAMEF26,Pramel37
PRAMEF19,Pramel37
PRAMEF5,Pramel37
PRAMEF20,Pramel37
PRAMEF17,Pramel37
PRAMEF11,Pramel37
PRAMEF27,Pramel37
PRAMEF25,Pramel37
PRAMEF4,Pramel37
PRAMEF15,Pramel37
PRAMEF6,Pramel37
PRAMEF7,Pramel37
PRB2,Prb1
PRR4,Prb1
ODF3L1,Odf3l1
PCDHA9,Pcdha8
PCDHA2,Pcdha2
WHRN,Whrn
IFT172,Ift172
RXFP1,Rxfp1
ZBTB40,Zbtb40
LRRC75A,Lrrc75a
TENT4A,Tent4a
ZNF583,Zfp583
PLEKHG6,Plekhg6
ZBED4,Zbed4
CHIA,Chil6
RSF1,Rsf1
NAF1,Naf1
RIC8B,Ric8b
ZNF335,Zfp335
ZC3H4,Zc3h4
ZNF395,Zfp395
KMT2D,Kmt2d
AOC1,Aoc1l3
ATMIN,Atmin
SMG7,Smg7
ZNF212,Zfp212
ENPP4,Enpp4
DDX31,Ddx31
TMPRSS13,Tmprss13
ZNF341,Zfp341
TMEM39B,Tmem39b
GXYLT2,Gxylt2
ZDHHC19,Zdhhc19
PRDM10,Prdm10
DNAH3,Dnah3
FNIP2,Fnip2
ZHX2,Zhx2
RANBP6,Ranbp6
IFNK,Ifnk
SERPINB3,Serpinb3b
SERPINB4,Serpinb3b
SERPINB4,Serpinb3d
SERPINB3,Serpinb3d
PRAMEF6,Pramel39
PRAMEF4,Pramel39
PRAMEF25,Pramel39
PRAMEF11,Pramel39
PRAMEF5,Pramel39
PRAMEF1,Pramel39
PRAMEF13,Pramel39
PRAMEF10,Pramel39
PRAMEF27,Pramel39
PRAMEF33,Pramel39
PRAMEF9,Pramel39
PRAMEF26,Pramel39
PRAMEF15,Pramel39
PRAMEF20,Pramel39
PRAMEF18,Pramel39
PRAMEF7,Pramel39
PRAMEF17,Pramel39
PRAMEF12,Pramel39
PRAMEF2,Pramel39
PRAMEF8,Pramel39
PRAMEF19,Pramel39
TTLL6,Ttll6
RERE,Rere
KLHL23,Klhl23
TAPT1,Tapt1
LYRM4,Lyrm4
MAST3,Mast3
SSH3,Ssh3
PLCH1,Plch1
MARCHF4,Marchf4
ZNF775,Zfp775
TTC5,Ttc5
DHPS,Dhps
KLHL41,Klhl41
KLHL29,Klhl29
KCNK12,Kcnk12
TBPL2,Tbpl2
AKAP11,Akap11
ASXL1,Asxl1
FFAR1,Ffar1
MRGPRX4,Mrgpra3
MRGPRX2,Mrgpra3
MRGPRX3,Mrgpra3
MRGPRX1,Mrgpra3
KCNH6,Kcnh6
TUSC1,Tusc1
TOGARAM1,Togaram1
SLC39A2,Slc39a2
VWA2,Vwa2
MIR223,Mir223
N4BP2,N4bp2
ARAP2,Arap2
DCAF15,Dcaf15
ZNF878,Zfp617
CTF2P,Ctf2
UNC79,Unc79
LZTS1,Lzts1
LRSAM1,Lrsam1
SNHG3,Snhg3
PRSS43P,Prss43
BMAL2,Arntl2
COQ10A,Coq10a
CYB5D2,Cyb5d2
TMPRSS11A,Tmprss11a
SLC25A43,Slc25a43
LRRC3C,Lrrc3c
NLRP1,Nlrp1a
TRIM58,Trim58
PFAS,Pfas
SLFN14,Slfn14
CDR2L,Cdr2l
ZNF469,Zfp469
TRIM38,Trim38
POM121L2,Pom121l2
TRIM40,Trim40
MAGEB5,Mageb11
NHS,Nhs
MANEAL,Maneal
ERVFRD-1,Syna
RFPL4B,Rfpl4b
STOX1,Stox1
QRICH2,Qrich2
NOL10,Nol10
TTC6,Ttc6
PPP1R36,Ppp1r36
VCPKMT,Vcpkmt
GCNT4,Gcnt4
EDDM3B,Eddm3b
EDDM3A,Eddm3b
TPPP2,Tppp2
PCDH17,Pcdh17
TRAV5,Trav3-4
CENPJ,Cenpj
DCAF13,Dcaf13
TBC1D31,Tbc1d31
GXYLT1,Gxylt1
LRRC73,Lrrc73
LCLAT1,Lclat1
PRDM6,Prdm6
FAM170A,Fam170a
C5orf46,Gm94
MYRF,Myrf
OOSP2,Oosp2
CFAP221,Cfap221
ARHGAP30,Arhgap30
TDRD5,Tdrd5
BECN2,Becn2
SBSPON,Sbspon
DNAH7,Dnah7b
MAN1B1,Man1b1
SOHLH1,Sohlh1
REXO4,Rexo4
KIZ,Kiz
BANF2,Banf2
GPAT2,Gpat2
SEL1L2,Sel1l2
BPIFB6,Bpifb6
DEFB118,Defb21
EPPIN,Wfdc6a
NRSN2,Nrsn2
FHDC1,Fhdc1
C1orf56,Gm128
CIART,Ciart
MMS22L,Mms22l
C6orf163,Gm136
NDUFB6,Ndufb6
SLC25A52,Slc25a51
SLC25A51,Slc25a51
ASAP3,Asap3
PEX10,Pex10
RNF207,Rnf207
MSANTD1,Msantd1
ZFYVE28,Zfyve28
CYTL1,Cytl1
CCDC62,Ccdc62
TMF1,Tmf1
ZBTB45,Zbtb45
CCDC61,Ccdc61
FBXO27,Fbxo27
HIPK4,Hipk4
NCCRP1,Nccrp1
DCHS1,Dchs1
CFAP119,Ccdc189
COG7,Cog7
ASPHD1,Asphd1
MTG1,Mtg1
MBOAT4,Mboat4
CCDC110,Ccdc110
TMEM231,Tmem231
RDH8,Rdh8
TLCD5,Tlcd5
LEO1,Leo1
ASCL5,Ascl5
PIK3C2B,Pik3c2b
HMCN1,Hmcn1
RGSL1,Rgsl1
ZNF648,Zfp648
NTMT2,Mettl11b
GPR161,Gpr161
STYXL2,Dusp27
SLC30A10,Slc30a10
DYTN,Dytn
CATIP,Catip
TSGA10,Tsga10
GPR55,Gpr55
CCDC170,Ccdc170
TAAR2,Taar2
TAAR4P,Taar4
TAAR5,Taar5
TAAR6,Taar6
TAAR7P,Taar7a
TAAR8,Taar8a
AK9,Ak9
NPFFR1,Npffr1
ADO,Ado
C2CD4C,C2cd4c
MYRFL,Myrfl
NPC1L1,Npc1l1
PRSS38,Prss38
LRRC37A3,Lrrc37a
LRRC37A,Lrrc37a
LRRC37A2,Lrrc37a
CD300LB,Cd300lb
AKAP5,Akap5
MIDEAS,Mideas
SYNDIG1L,Syndig1l
ZDHHC22,Zdhhc22
SAMD15,Samd15
ISM2,Ism2
MACC1,Macc1
SYCP2L,Sycp2l
EIF4E1B,Eif4e1b
PRSS47P,Prss47
FAM81B,Fam81b
NEK10,Nek10
CCNB1IP1,Ccnb1ip1
SETDB2,Setdb2
KBTBD7,Kbtbd7
OLFM4,Olfm4
OXGR1,Oxgr1
KRTAP24-1,Krtap24-1
PNLDC1,Pnldc1
CCDC154,Ccdc154
TMEM151B,Tmem151b
LRRC30,Lrrc30
JCAD,Jcad
ASXL3,Asxl3
MEGF10,Megf10
ZNF407,Zfp407
DUSP5,Dusp5
SEC31B,Sec31b
PPP1R26,Ppp1r26
ZBTB34,Zbtb34
LRRC55,Lrrc55
XIRP2,Xirp2
CCDC9B,Ccdc9b
SPTBN5,Sptbn5
TEX13C,Tex13c1
GPR101,Gpr101
LDOC1,Ldoc1
ADGRG4,Adgrg4
PRRG3,Prrg3
RTL3,Rtl3
GPR174,Gpr174
TENT5D,Tent5d
HDX,Hdx
NXF3,Nxf3
RTL9,Rtl9
ITIH6,Itih6
PTCHD1,Ptchd1
KLHL34,Klhl34
TCEANC,Tceanc
ZSCAN4,Zscan4c
SLC10A5,Slc10a5
ANKUB1,Ankub1
OTOL1,Otol1
DCHS2,Dchs2
TIGD4,Tigd4
PGLYRP3,Pglyrp3
LRIT3,Lrit3
SDR16C6P,Sdr16c6
PM20D2,Pm20d2
MSANTD5,Gm428
ZYG11B,Zyg11b
A3GALT2,A3galt2
MYOM3,Myom3
AADACL3,Aadacl3
AADACL4,Aadacl4fm4
AADACL4,Aadacl4fm5
ANKRD65,Ankrd65
RUNDC3B,Rundc3b
ZNF804B,Zfp804b
CCT8L2,Cct8l1
CCT8L1P,Cct8l1
GAREM2,Garem2
TMEM156,Tmem156
CCDC149,Ccdc149
TRIM56,Trim56
GIMAP8,Gimap8
ITPRID1,Itprid1
H1-10,H1f10
COL28A1,Col28a1
VWDE,Vwde
GPR42,Ffar3
FFAR3,Ffar3
HSPB6,Hspb6
C2orf78,4930433I11Rik
NTN5,Ntn5
MCTP2,Mctp2
UBQLNL,Ubqlnl
USP35,Usp35
GPR139,Gpr139
ACTE1P,Acte1
SPRTN,Sprtn
PODNL1,Podnl1
IGSF9B,Igsf9b
HEPHL1,Hephl1
LAYN,Layn
UBAP1L,Ubap1l
FAM83B,Fam83b
TNFAIP8L3,Tnfaip8l3
SLC35G2,Slc35g2
FAT2,Fat2
LYPD9P,Lypd9
C17orf67,Gm525
C14orf28,Gm527
TMEM196,Tmem196
RMI2,Rmi2
KALRN,Kalrn
TMEM207,Tmem207
ATP13A3,Atp13a3
USP49,Usp49
PRR22,Prr22
RC3H1,Rc3h1
ESPNL,Espnl
SMIM26,Smim26
ZNF217,Zfp217
TMEM212,Tmem212
BCL2L15,Bcl2l15
C1orf127,Gm572
AJAP1,Ajap1
ATG9B,Atg9b
PLCXD1,Plcxd1
IGFL2,Igfl3
IGFL3,Igfl3
IGFL4,Igfl3
GFY,Gfy
CARMIL2,Carmil2
SLC38A8,Slc38a8
